id,gender,age,type,purpose
8058,Male,45,Returning,Business
8059,Male,41,Returning,Business
8060,Female,57,Returning,Business
8061,Male,80,Returning,Business
8062,Female,35,Returning,Business
8063,Male,39,Returning,Business
8064,Male,61,Returning,Business
8065,Female,20,First-time,Business
8066,Female,25,First-time,Business
8067,Female,23,First-time,Business
8068,Female,58,First-time,Business
8069,Male,38,Returning,Business
8070,Female,37,Returning,Business
8071,Male,51,Returning,Business
8072,Female,38,First-time,Business
8073,Male,41,First-time,Business
8074,Female,59,Returning,Business
8075,Female,44,Returning,Business
8076,Female,58,Returning,Business
8077,Male,57,Returning,Business
8078,Male,23,First-time,Business
8079,Female,24,First-time,Business
8080,Male,53,Returning,Business
8081,Female,47,Returning,Business
8082,Female,39,Returning,Business
8083,Male,60,Returning,Business
8084,Female,39,Returning,Business
8085,Female,48,Returning,Business
8086,Male,38,First-time,Business
8087,Male,50,Returning,Business
8088,Female,62,Returning,Business
8089,Female,60,Returning,Business
8090,Female,39,Returning,Business
8091,Female,27,First-time,Business
8092,Male,43,Returning,Business
8093,Female,60,Returning,Business
8094,Female,33,Returning,Business
8095,Male,38,Returning,Business
8096,Male,39,Returning,Business
8097,Female,20,First-time,Business
8098,Female,40,Returning,Business
8099,Female,48,Returning,Business
8100,Male,23,First-time,Business
8101,Female,49,Returning,Business
8102,Male,33,Returning,Business
8103,Female,52,Returning,Business
8104,Female,55,Returning,Business
8105,Female,47,Returning,Business
8106,Female,22,First-time,Business
8107,Female,29,Returning,Business
8108,Female,43,Returning,Business
8109,Female,46,Returning,Business
8110,Male,37,Returning,Business
8111,Female,25,First-time,Business
8112,Male,30,Returning,Business
8113,Female,40,First-time,Business
8114,Female,48,Returning,Business
8115,Male,35,Returning,Business
8116,Female,53,Returning,Business
8117,Male,39,Returning,Business
8118,Male,49,Returning,Business
8119,Female,44,First-time,Business
8120,Male,29,Returning,Business
8121,Female,24,First-time,Business
8122,Female,23,First-time,Business
8123,Female,23,First-time,Business
8124,Female,21,First-time,Business
8125,Male,33,First-time,Business
8126,Male,34,Returning,Business
8127,Female,51,Returning,Business
8128,Male,32,Returning,Business
8129,Female,48,Returning,Business
8130,Male,31,Returning,Business
8131,Male,33,Returning,Business
8132,Male,30,Returning,Business
8133,Female,60,Returning,Business
8134,Male,49,Returning,Business
8135,Female,23,First-time,Business
8136,Female,39,Returning,Business
8137,Male,27,First-time,Business
8138,Male,36,First-time,Business
8139,Female,20,First-time,Business
8140,Male,38,Returning,Business
8141,Male,33,First-time,Business
8142,Male,39,Returning,Business
8143,Male,38,Returning,Business
8144,Female,48,Returning,Business
8145,Female,57,Returning,Business
8146,Male,58,Returning,Business
8147,Female,18,Returning,Business
8148,Female,27,First-time,Business
8149,Female,24,Returning,Business
8150,Female,37,Returning,Business
8151,Male,41,Returning,Business
8152,Male,58,Returning,Business
8153,Male,44,Returning,Business
8154,Male,14,Returning,Business
8155,Male,53,Returning,Business
8156,Female,58,Returning,Business
8157,Female,17,First-time,Business
8158,Female,22,Returning,Business
8159,Female,23,Returning,Business
8160,Male,62,Returning,Business
8161,Male,48,Returning,Business
8162,Female,45,Returning,Business
8163,Female,21,Returning,Business
8164,Male,43,Returning,Business
8165,Female,60,Returning,Business
8166,Female,31,Returning,Business
8167,Female,23,Returning,Business
8168,Male,16,Returning,Business
8169,Male,17,First-time,Business
8170,Female,55,Returning,Business
8171,Male,53,Returning,Business
8172,Male,44,Returning,Business
8173,Female,56,Returning,Business
8174,Male,69,Returning,Business
8175,Female,22,First-time,Business
8176,Male,46,Returning,Business
8177,Male,49,Returning,Business
8178,Male,42,Returning,Business
8179,Male,60,Returning,Business
8180,Female,56,Returning,Business
8181,Female,30,Returning,Business
8182,Male,19,Returning,Business
8183,Male,36,Returning,Business
8184,Female,20,First-time,Business
8185,Female,58,First-time,Business
8186,Male,22,First-time,Business
8187,Female,48,Returning,Business
8188,Male,32,Returning,Business
8189,Male,47,Returning,Business
8190,Female,50,Returning,Business
8191,Female,23,First-time,Business
8192,Male,20,First-time,Business
8193,Female,71,Returning,Business
8194,Male,43,Returning,Business
8195,Female,54,Returning,Business
8196,Male,39,Returning,Business
8197,Female,54,Returning,Business
8198,Male,38,Returning,Business
8199,Male,37,First-time,Business
8200,Male,54,Returning,Business
8201,Female,58,Returning,Business
8202,Female,75,First-time,Business
8203,Female,25,First-time,Business
8204,Male,48,Returning,Business
8205,Female,41,Returning,Business
8206,Male,42,Returning,Business
8207,Female,38,First-time,Business
8208,Male,58,Returning,Business
8209,Female,34,First-time,Business
8210,Male,28,First-time,Business
8211,Male,35,Returning,Business
8212,Female,22,First-time,Business
8213,Female,50,Returning,Business
8214,Female,40,Returning,Business
8215,Female,42,Returning,Business
8216,Female,39,Returning,Business
8217,Female,38,Returning,Business
8218,Female,12,Returning,Personal
8219,Female,20,Returning,Personal
8220,Female,63,Returning,Personal
8221,Male,54,Returning,Personal
8222,Male,20,Returning,Personal
8223,Female,44,Returning,Personal
8224,Female,19,Returning,Personal
8225,Female,20,Returning,Personal
8226,Female,48,Returning,Personal
8227,Female,51,Returning,Personal
8228,Male,21,Returning,Personal
8229,Male,39,Returning,Personal
8230,Female,36,Returning,Personal
8231,Female,60,Returning,Personal
8232,Female,48,Returning,Personal
8233,Male,24,Returning,Personal
8234,Male,22,Returning,Personal
8235,Female,40,Returning,Personal
8236,Male,32,Returning,Personal
8237,Male,61,Returning,Personal
8238,Male,64,Returning,Personal
8239,Female,44,Returning,Personal
8240,Male,20,Returning,Personal
8241,Female,62,Returning,Personal
8242,Male,17,Returning,Personal
8243,Male,33,First-time,Personal
8244,Male,10,Returning,Personal
8245,Male,48,Returning,Personal
8246,Male,52,Returning,Personal
8247,Female,17,Returning,Personal
8248,Male,60,Returning,Personal
8249,Male,24,Returning,Personal
8250,Male,39,Returning,Personal
8251,Male,10,Returning,Personal
8252,Male,8,Returning,Personal
8253,Female,11,Returning,Personal
8254,Male,52,Returning,Personal
8255,Female,51,Returning,Personal
8256,Male,11,Returning,Personal
8257,Female,48,Returning,Personal
8258,Female,34,Returning,Personal
8259,Female,49,Returning,Personal
8260,Female,35,Returning,Personal
8261,Female,66,Returning,Personal
8262,Male,60,Returning,Personal
8263,Female,60,Returning,Personal
8264,Male,7,Returning,Personal
8265,Male,42,Returning,Personal
8266,Female,53,Returning,Personal
8267,Male,27,First-time,Personal
8268,Female,37,Returning,Personal
8269,Female,64,Returning,Personal
8270,Female,56,Returning,Personal
8271,Male,11,Returning,Personal
8272,Female,50,Returning,Personal
8273,Male,41,Returning,Personal
8274,Male,25,Returning,Personal
8275,Female,43,Returning,Personal
8276,Female,69,Returning,Personal
8277,Female,45,Returning,Personal
8278,Female,33,Returning,Personal
8279,Female,10,Returning,Personal
8280,Female,44,Returning,Personal
8281,Male,56,Returning,Personal
8282,Male,62,Returning,Personal
8283,Female,56,Returning,Personal
8284,Male,25,Returning,Personal
8285,Male,36,Returning,Personal
8286,Female,38,Returning,Personal
8287,Male,49,Returning,Personal
8288,Male,60,Returning,Personal
8289,Male,66,Returning,Personal
8290,Female,51,Returning,Personal
8291,Male,52,Returning,Personal
8292,Female,9,Returning,Personal
8293,Female,67,Returning,Personal
8294,Female,26,Returning,Personal
8295,Male,56,Returning,Personal
8296,Female,54,Returning,Business
8297,Female,25,First-time,Business
8298,Male,44,Returning,Business
8299,Male,37,First-time,Business
8300,Female,35,Returning,Business
8301,Male,51,Returning,Business
8302,Female,44,Returning,Business
8303,Female,21,First-time,Business
8304,Male,42,Returning,Business
8305,Female,37,First-time,Business
8306,Female,51,Returning,Business
8307,Male,54,Returning,Business
8308,Female,50,Returning,Business
8309,Female,24,First-time,Business
8310,Female,36,First-time,Business
8311,Male,64,Returning,Business
8312,Female,39,Returning,Business
8313,Male,29,Returning,Business
8314,Female,48,Returning,Business
8315,Female,37,Returning,Business
8316,Female,47,Returning,Business
8317,Female,52,Returning,Business
8318,Female,8,Returning,Personal
8319,Female,8,Returning,Personal
8320,Female,25,Returning,Personal
8321,Female,70,Returning,Personal
8322,Female,53,Returning,Personal
8323,Female,47,Returning,Personal
8324,Female,31,Returning,Personal
8325,Female,41,Returning,Personal
8326,Male,7,Returning,Personal
8327,Male,32,Returning,Business
8328,Female,13,First-time,Business
8329,Male,45,Returning,Business
8330,Male,32,Returning,Business
8331,Female,50,Returning,Business
8332,Male,51,Returning,Business
8333,Female,30,First-time,Business
8334,Female,26,Returning,Business
8335,Male,45,Returning,Business
8336,Male,43,Returning,Business
8337,Male,39,Returning,Business
8338,Female,15,Returning,Business
8339,Female,41,Returning,Business
8340,Female,25,First-time,Business
8341,Female,28,Returning,Personal
8342,Female,20,Returning,Personal
8343,Male,72,Returning,Business
8344,Male,36,Returning,Personal
8345,Male,47,Returning,Business
8346,Female,50,Returning,Business
8347,Female,57,Returning,Business
8348,Female,9,First-time,Business
8349,Male,25,First-time,Business
8350,Male,46,Returning,Personal
8351,Female,26,Returning,Personal
8352,Male,19,Returning,Personal
8353,Female,26,Returning,Personal
8354,Female,37,Returning,Personal
8355,Female,39,Returning,Business
8356,Male,53,Returning,Business
8357,Male,23,First-time,Business
8358,Male,54,Returning,Business
8359,Male,32,Returning,Personal
8360,Female,46,Returning,Business
8361,Female,32,First-time,Business
8362,Female,52,Returning,Business
8363,Male,55,Returning,Business
8364,Female,39,Returning,Business
8365,Male,59,Returning,Business
8366,Female,43,Returning,Business
8367,Female,20,First-time,Business
8368,Female,45,Returning,Business
8369,Male,48,First-time,Business
8370,Male,43,Returning,Business
8371,Male,46,Returning,Business
8372,Female,49,Returning,Business
8373,Female,26,First-time,Business
8374,Male,29,First-time,Business
8375,Male,38,Returning,Business
8376,Female,30,First-time,Business
8377,Male,42,Returning,Business
8378,Female,17,Returning,Business
8379,Male,56,Returning,Business
8380,Male,22,Returning,Business
8381,Male,32,Returning,Personal
8382,Male,61,Returning,Personal
8383,Male,19,Returning,Personal
8384,Male,46,Returning,Personal
8385,Male,44,Returning,Personal
8386,Female,42,Returning,Business
8387,Male,44,Returning,Business
8388,Female,68,Returning,Personal
8389,Male,19,Returning,Personal
8390,Male,41,Returning,Business
8391,Male,41,Returning,Business
8392,Male,25,First-time,Business
8393,Male,25,First-time,Business
8394,Male,17,Returning,Business
8395,Male,26,Returning,Business
8396,Male,36,Returning,Business
8397,Female,26,Returning,Personal
8398,Female,43,Returning,Personal
8399,Male,16,Returning,Personal
8400,Male,62,First-time,Personal
8401,Female,52,Returning,Business
8402,Female,48,First-time,Business
8403,Female,22,Returning,Business
8404,Male,47,First-time,Business
8405,Male,25,Returning,Business
8406,Male,39,First-time,Business
8407,Male,48,Returning,Business
8408,Female,54,First-time,Business
8409,Male,22,Returning,Business
8410,Male,59,Returning,Business
8411,Female,44,Returning,Business
8412,Female,60,Returning,Business
8413,Male,41,Returning,Business
8414,Female,49,Returning,Business
8415,Male,45,Returning,Business
8416,Female,46,First-time,Business
8417,Male,7,First-time,Business
8418,Male,35,Returning,Business
8419,Male,16,Returning,Business
8420,Female,24,Returning,Business
8421,Female,48,Returning,Business
8422,Male,60,Returning,Business
8423,Female,43,Returning,Business
8424,Female,54,Returning,Business
8425,Male,60,Returning,Business
8426,Female,38,Returning,Business
8427,Male,36,First-time,Business
8428,Female,37,First-time,Business
8429,Male,37,First-time,Business
8430,Male,32,Returning,Personal
8431,Female,47,Returning,Personal
8432,Female,29,Returning,Personal
8433,Female,12,Returning,Personal
8434,Female,37,Returning,Personal
8435,Male,29,Returning,Personal
8436,Female,28,Returning,Business
8437,Male,47,Returning,Business
8438,Female,21,First-time,Business
8439,Male,41,Returning,Business
8440,Male,22,First-time,Business
8441,Female,40,Returning,Business
8442,Male,63,Returning,Business
8443,Female,19,Returning,Business
8444,Male,32,Returning,Personal
8445,Male,41,Returning,Personal
8446,Female,69,Returning,Personal
8447,Female,43,Returning,Business
8448,Male,70,Returning,Personal
8449,Male,21,First-time,Business
8450,Male,20,First-time,Business
8451,Male,56,Returning,Business
8452,Female,39,Returning,Business
8453,Female,41,Returning,Business
8454,Female,52,Returning,Business
8455,Female,39,First-time,Business
8456,Male,60,Returning,Business
